lon,lat,city,doy,mm,dd,name,value
-95.4990369,41.0227224,hastings,1,1,1,cp_lt,0.02632995468292683
-95.4990369,41.0227224,hastings,1,1,1,cp_22,0.10708667200000001
-95.4990369,41.0227224,hastings,2,1,2,cp_lt,0.04545806180487805
-95.4990369,41.0227224,hastings,2,1,2,cp_22,0.10708667200000001
-95.4990369,41.0227224,hastings,3,1,3,cp_lt,0.07203768053658537
-95.4990369,41.0227224,hastings,3,1,3,cp_22,0.10708667200000001
-95.4990369,41.0227224,hastings,4,1,4,cp_lt,0.1055406753902439
-95.4990369,41.0227224,hastings,4,1,4,cp_22,0.108661476
-95.4990369,41.0227224,hastings,5,1,5,cp_lt,0.1355195661707317
-95.4990369,41.0227224,hastings,5,1,5,cp_22,0.10944887800000001
-95.4990369,41.0227224,hastings,6,1,6,cp_lt,0.16171508636585366
-95.4990369,41.0227224,hastings,6,1,6,cp_22,0.10944887800000001
-95.4990369,41.0227224,hastings,7,1,7,cp_lt,0.17555223614634147
-95.4990369,41.0227224,hastings,7,1,7,cp_22,0.10944887800000001
-95.4990369,41.0227224,hastings,8,1,8,cp_lt,0.18640301980487803
-95.4990369,41.0227224,hastings,8,1,8,cp_22,0.10944887800000001
-95.4990369,41.0227224,hastings,9,1,9,cp_lt,0.21062043253658536
-95.4990369,41.0227224,hastings,9,1,9,cp_22,0.10944887800000001
-95.4990369,41.0227224,hastings,10,1,10,cp_lt,0.23747852270731706
-95.4990369,41.0227224,hastings,10,1,10,cp_22,0.10984257900000001
-95.4990369,41.0227224,hastings,11,1,11,cp_lt,0.25584803521951216
-95.4990369,41.0227224,hastings,11,1,11,cp_22,0.110629981
-95.4990369,41.0227224,hastings,12,1,12,cp_lt,0.2770886842926829
-95.4990369,41.0227224,hastings,12,1,12,cp_22,0.110629981
-95.4990369,41.0227224,hastings,13,1,13,cp_lt,0.2858365284634146
-95.4990369,41.0227224,hastings,13,1,13,cp_22,0.110629981
-95.4990369,41.0227224,hastings,14,1,14,cp_lt,0.30895926036585364
-95.4990369,41.0227224,hastings,14,1,14,cp_22,0.414960854
-95.4990369,41.0227224,hastings,15,1,15,cp_lt,0.324697697902439
-95.4990369,41.0227224,hastings,15,1,15,cp_22,0.470866396
-95.4990369,41.0227224,hastings,16,1,16,cp_lt,0.36416382253658536
-95.4990369,41.0227224,hastings,16,1,16,cp_22,0.471653798
-95.4990369,41.0227224,hastings,17,1,17,cp_lt,0.394382774902439
-95.4990369,41.0227224,hastings,17,1,17,cp_22,0.475197107
-95.4990369,41.0227224,hastings,18,1,18,cp_lt,0.40029789236585367
-95.4990369,41.0227224,hastings,18,1,18,cp_22,0.47559080800000003
-95.4990369,41.0227224,hastings,19,1,19,cp_lt,0.426272555902439
-95.4990369,41.0227224,hastings,19,1,19,cp_22,0.47559080800000003
-95.4990369,41.0227224,hastings,20,1,20,cp_lt,0.46283873658536584
-95.4990369,41.0227224,hastings,20,1,20,cp_22,0.47559080800000003
-95.4990369,41.0227224,hastings,21,1,21,cp_lt,0.4965817930243902
-95.4990369,41.0227224,hastings,21,1,21,cp_22,0.47559080800000003
-95.4990369,41.0227224,hastings,22,1,22,cp_lt,0.5440563721463414
-95.4990369,41.0227224,hastings,22,1,22,cp_22,0.47559080800000003
-95.4990369,41.0227224,hastings,23,1,23,cp_lt,0.5627811758048781
-95.4990369,41.0227224,hastings,23,1,23,cp_22,0.47559080800000003
-95.4990369,41.0227224,hastings,24,1,24,cp_lt,0.5732190535365853
-95.4990369,41.0227224,hastings,24,1,24,cp_22,0.47559080800000003
-95.4990369,41.0227224,hastings,25,1,25,cp_lt,0.6230558386585365
-95.4990369,41.0227224,hastings,25,1,25,cp_22,0.47559080800000003
-95.4990369,41.0227224,hastings,26,1,26,cp_lt,0.6554257428292682
-95.4990369,41.0227224,hastings,26,1,26,cp_22,0.47559080800000003
-95.4990369,41.0227224,hastings,27,1,27,cp_lt,0.6724701153902438
-95.4990369,41.0227224,hastings,27,1,27,cp_22,0.476771911
-95.4990369,41.0227224,hastings,28,1,28,cp_lt,0.7163341682682927
-95.4990369,41.0227224,hastings,28,1,28,cp_22,0.476771911
-95.4990369,41.0227224,hastings,29,1,29,cp_lt,0.7355198901707317
-95.4990369,41.0227224,hastings,29,1,29,cp_22,0.476771911
-95.4990369,41.0227224,hastings,30,1,30,cp_lt,0.7522761888292683
-95.4990369,41.0227224,hastings,30,1,30,cp_22,0.476771911
-95.4990369,41.0227224,hastings,31,1,31,cp_lt,0.7879781478048781
-95.4990369,41.0227224,hastings,31,1,31,cp_22,0.477559313
-95.4990369,41.0227224,hastings,32,2,1,cp_lt,0.831285257804878
-95.4990369,41.0227224,hastings,32,2,1,cp_22,0.477953014
-95.4990369,41.0227224,hastings,33,2,2,cp_lt,0.8616578495853658
-95.4990369,41.0227224,hastings,33,2,2,cp_22,0.478740416
-95.4990369,41.0227224,hastings,34,2,3,cp_lt,0.9132134756585366
-95.4990369,41.0227224,hastings,34,2,3,cp_22,0.478740416
-95.4990369,41.0227224,hastings,35,2,4,cp_lt,0.9575288443170731
-95.4990369,41.0227224,hastings,35,2,4,cp_22,0.478740416
-95.4990369,41.0227224,hastings,36,2,5,cp_lt,0.9928755121463414
-95.4990369,41.0227224,hastings,36,2,5,cp_22,0.478740416
-95.4990369,41.0227224,hastings,37,2,6,cp_lt,1.0229792349512195
-95.4990369,41.0227224,hastings,37,2,6,cp_22,0.48189002400000003
-95.4990369,41.0227224,hastings,38,2,7,cp_lt,1.041367952390244
-95.4990369,41.0227224,hastings,38,2,7,cp_22,0.48189002400000003
-95.4990369,41.0227224,hastings,39,2,8,cp_lt,1.0609089654390242
-95.4990369,41.0227224,hastings,39,2,8,cp_22,0.48189002400000003
-95.4990369,41.0227224,hastings,40,2,9,cp_lt,1.0875173915609755
-95.4990369,41.0227224,hastings,40,2,9,cp_22,0.48189002400000003
-95.4990369,41.0227224,hastings,41,2,10,cp_lt,1.1127142555609755
-95.4990369,41.0227224,hastings,41,2,10,cp_22,0.549212895
-95.4990369,41.0227224,hastings,42,2,11,cp_lt,1.1316119035609755
-95.4990369,41.0227224,hastings,42,2,11,cp_22,0.605512138
-95.4990369,41.0227224,hastings,43,2,12,cp_lt,1.1716829833902438
-95.4990369,41.0227224,hastings,43,2,12,cp_22,0.605512138
-95.4990369,41.0227224,hastings,44,2,13,cp_lt,1.1984066390731707
-95.4990369,41.0227224,hastings,44,2,13,cp_22,0.605512138
-95.4990369,41.0227224,hastings,45,2,14,cp_lt,1.2305844939756097
-95.4990369,41.0227224,hastings,45,2,14,cp_22,0.605512138
-95.4990369,41.0227224,hastings,46,2,15,cp_lt,1.2546482672926829
-95.4990369,41.0227224,hastings,46,2,15,cp_22,0.605512138
-95.4990369,41.0227224,hastings,47,2,16,cp_lt,1.2722399802682927
-95.4990369,41.0227224,hastings,47,2,16,cp_22,0.605512138
-95.4990369,41.0227224,hastings,48,2,17,cp_lt,1.314490819292683
-95.4990369,41.0227224,hastings,48,2,17,cp_22,0.605512138
-95.4990369,41.0227224,hastings,49,2,18,cp_lt,1.3445753371707316
-95.4990369,41.0227224,hastings,49,2,18,cp_22,0.605512138
-95.4990369,41.0227224,hastings,50,2,19,cp_lt,1.3718847431219512
-95.4990369,41.0227224,hastings,50,2,19,cp_22,0.605512138
-95.4990369,41.0227224,hastings,51,2,20,cp_lt,1.4218271553414634
-95.4990369,41.0227224,hastings,51,2,20,cp_22,0.605512138
-95.4990369,41.0227224,hastings,52,2,21,cp_lt,1.4565016507317072
-95.4990369,41.0227224,hastings,52,2,21,cp_22,0.607480643
-95.4990369,41.0227224,hastings,53,2,22,cp_lt,1.485904393707317
-95.4990369,41.0227224,hastings,53,2,22,cp_22,0.608661746
-95.4990369,41.0227224,hastings,54,2,23,cp_lt,1.5404463859024389
-95.4990369,41.0227224,hastings,54,2,23,cp_22,0.608661746
-95.4990369,41.0227224,hastings,55,2,24,cp_lt,1.589707023219512
-95.4990369,41.0227224,hastings,55,2,24,cp_22,0.6299216
-95.4990369,41.0227224,hastings,56,2,25,cp_lt,1.6177750237804878
-95.4990369,41.0227224,hastings,56,2,25,cp_22,0.630315301
-95.4990369,41.0227224,hastings,57,2,26,cp_lt,1.6358468599268292
-95.4990369,41.0227224,hastings,57,2,26,cp_22,0.630315301
-95.4990369,41.0227224,hastings,58,2,27,cp_lt,1.648896607707317
-95.4990369,41.0227224,hastings,58,2,27,cp_22,0.631496404
-95.4990369,41.0227224,hastings,59,2,28,cp_lt,1.6943546695121952
-95.4990369,41.0227224,hastings,59,2,28,cp_22,0.631496404
-95.4990369,41.0227224,hastings,60,3,1,cp_lt,1.767899936804878
-95.4990369,41.0227224,hastings,60,3,1,cp_22,0.631496404
-95.4990369,41.0227224,hastings,61,3,2,cp_lt,1.7908114145121952
-95.4990369,41.0227224,hastings,61,3,2,cp_22,0.631496404
-95.4990369,41.0227224,hastings,62,3,3,cp_lt,1.8316698963414633
-95.4990369,41.0227224,hastings,62,3,3,cp_22,0.631496404
-95.4990369,41.0227224,hastings,63,3,4,cp_lt,1.8692059258292681
-95.4990369,41.0227224,hastings,63,3,4,cp_22,0.751575209
-95.4990369,41.0227224,hastings,64,3,5,cp_lt,1.9212032652195121
-95.4990369,41.0227224,hastings,64,3,5,cp_22,1.045669856
-95.4990369,41.0227224,hastings,65,3,6,cp_lt,1.986010290804878
-95.4990369,41.0227224,hastings,65,3,6,cp_22,1.12992187
-95.4990369,41.0227224,hastings,66,3,7,cp_lt,2.0392943602926827
-95.4990369,41.0227224,hastings,66,3,7,cp_22,1.159843146
-95.4990369,41.0227224,hastings,67,3,8,cp_lt,2.1069149076585365
-95.4990369,41.0227224,hastings,67,3,8,cp_22,1.159843146
-95.4990369,41.0227224,hastings,68,3,9,cp_lt,2.1644240610487806
-95.4990369,41.0227224,hastings,68,3,9,cp_22,1.168110867
-95.4990369,41.0227224,hastings,69,3,10,cp_lt,2.1999627781463413
-95.4990369,41.0227224,hastings,69,3,10,cp_22,1.194488834
-95.4990369,41.0227224,hastings,70,3,11,cp_lt,2.24355796204878
-95.4990369,41.0227224,hastings,70,3,11,cp_22,1.194488834
-95.4990369,41.0227224,hastings,71,3,12,cp_lt,2.3006157996585364
-95.4990369,41.0227224,hastings,71,3,12,cp_22,1.194488834
-95.4990369,41.0227224,hastings,72,3,13,cp_lt,2.385117477707317
-95.4990369,41.0227224,hastings,72,3,13,cp_22,1.1948825349999999
-95.4990369,41.0227224,hastings,73,3,14,cp_lt,2.471549250902439
-95.4990369,41.0227224,hastings,73,3,14,cp_22,1.1948825349999999
-95.4990369,41.0227224,hastings,74,3,15,cp_lt,2.517429821097561
-95.4990369,41.0227224,hastings,74,3,15,cp_22,1.1948825349999999
-95.4990369,41.0227224,hastings,75,3,16,cp_lt,2.570915542317073
-95.4990369,41.0227224,hastings,75,3,16,cp_22,1.1948825349999999
-95.4990369,41.0227224,hastings,76,3,17,cp_lt,2.6436542026829266
-95.4990369,41.0227224,hastings,76,3,17,cp_22,1.424410218
-95.4990369,41.0227224,hastings,77,3,18,cp_lt,2.745766798634146
-95.4990369,41.0227224,hastings,77,3,18,cp_22,2.121260988
-95.4990369,41.0227224,hastings,78,3,19,cp_lt,2.835876315317073
-95.4990369,41.0227224,hastings,78,3,19,cp_22,2.121260988
-95.4990369,41.0227224,hastings,79,3,20,cp_lt,2.8865293098292684
-95.4990369,41.0227224,hastings,79,3,20,cp_22,2.121260988
-95.4990369,41.0227224,hastings,80,3,21,cp_lt,2.9276278532439024
-95.4990369,41.0227224,hastings,80,3,21,cp_22,2.434646984
-95.4990369,41.0227224,hastings,81,3,22,cp_lt,2.9828900301951218
-95.4990369,41.0227224,hastings,81,3,22,cp_22,3.1102379
-95.4990369,41.0227224,hastings,82,3,23,cp_lt,3.0567617812439023
-95.4990369,41.0227224,hastings,82,3,23,cp_22,3.137009568
-95.4990369,41.0227224,hastings,83,3,24,cp_lt,3.162965026609756
-95.4990369,41.0227224,hastings,83,3,24,cp_22,3.138584372
-95.4990369,41.0227224,hastings,84,3,25,cp_lt,3.2400632053658533
-95.4990369,41.0227224,hastings,84,3,25,cp_22,3.138584372
-95.4990369,41.0227224,hastings,85,3,26,cp_lt,3.3025368323414632
-95.4990369,41.0227224,hastings,85,3,26,cp_22,3.138584372
-95.4990369,41.0227224,hastings,86,3,27,cp_lt,3.371857015731707
-95.4990369,41.0227224,hastings,86,3,27,cp_22,3.138584372
-95.4990369,41.0227224,hastings,87,3,28,cp_lt,3.4531610734634146
-95.4990369,41.0227224,hastings,87,3,28,cp_22,3.138584372
-95.4990369,41.0227224,hastings,88,3,29,cp_lt,3.5785116308780487
-95.4990369,41.0227224,hastings,88,3,29,cp_22,3.2543324659999997
-95.4990369,41.0227224,hastings,89,3,30,cp_lt,3.705225738097561
-95.4990369,41.0227224,hastings,89,3,30,cp_22,3.2736238149999997
-95.4990369,41.0227224,hastings,90,3,31,cp_lt,3.7863857588780485
-95.4990369,41.0227224,hastings,90,3,31,cp_22,3.2775608249999997
-95.4990369,41.0227224,hastings,91,4,1,cp_lt,3.8213963404878046
-95.4990369,41.0227224,hastings,91,4,1,cp_22,3.319293131
-95.4990369,41.0227224,hastings,92,4,2,cp_lt,3.9194951067317074
-95.4990369,41.0227224,hastings,92,4,2,cp_22,3.3295293569999997
-95.4990369,41.0227224,hastings,93,4,3,cp_lt,4.007568901170732
-95.4990369,41.0227224,hastings,93,4,3,cp_22,3.377560879
-95.4990369,41.0227224,hastings,94,4,4,cp_lt,4.067084969414634
-95.4990369,41.0227224,hastings,94,4,4,cp_22,3.37795458
-95.4990369,41.0227224,hastings,95,4,5,cp_lt,4.145738747243902
-95.4990369,41.0227224,hastings,95,4,5,cp_22,3.411419165
-95.4990369,41.0227224,hastings,96,4,6,cp_lt,4.207617021487804
-95.4990369,41.0227224,hastings,96,4,6,cp_22,3.412600268
-95.4990369,41.0227224,hastings,97,4,7,cp_lt,4.298648374658536
-95.4990369,41.0227224,hastings,97,4,7,cp_22,3.4405530389999996
-95.4990369,41.0227224,hastings,98,4,8,cp_lt,4.380653412219512
-95.4990369,41.0227224,hastings,98,4,8,cp_22,3.4444900489999997
-95.4990369,41.0227224,hastings,99,4,9,cp_lt,4.451596411926829
-95.4990369,41.0227224,hastings,99,4,9,cp_22,3.445277451
-95.4990369,41.0227224,hastings,100,4,10,cp_lt,4.532650805609756
-95.4990369,41.0227224,hastings,100,4,10,cp_22,3.445277451
-95.4990369,41.0227224,hastings,101,4,11,cp_lt,4.660910909439024
-95.4990369,41.0227224,hastings,101,4,11,cp_22,3.445277451
-95.4990369,41.0227224,hastings,102,4,12,cp_lt,4.757713343121951
-95.4990369,41.0227224,hastings,102,4,12,cp_22,3.855513893
-95.4990369,41.0227224,hastings,103,4,13,cp_lt,4.876716672219512
-95.4990369,41.0227224,hastings,103,4,13,cp_22,3.862994212
-95.4990369,41.0227224,hastings,104,4,14,cp_lt,5.003209922780488
-95.4990369,41.0227224,hastings,104,4,14,cp_22,3.8653564179999997
-95.4990369,41.0227224,hastings,105,4,15,cp_lt,5.152048105707316
-95.4990369,41.0227224,hastings,105,4,15,cp_22,3.865750119
-95.4990369,41.0227224,hastings,106,4,16,cp_lt,5.209854935463414
-95.4990369,41.0227224,hastings,106,4,16,cp_22,3.865750119
-95.4990369,41.0227224,hastings,107,4,17,cp_lt,5.305293819341463
-95.4990369,41.0227224,hastings,107,4,17,cp_22,3.898033601
-95.4990369,41.0227224,hastings,108,4,18,cp_lt,5.42938645404878
-95.4990369,41.0227224,hastings,108,4,18,cp_22,3.898427302
-95.4990369,41.0227224,hastings,109,4,19,cp_lt,5.541792890780488
-95.4990369,41.0227224,hastings,109,4,19,cp_22,3.898427302
-95.4990369,41.0227224,hastings,110,4,20,cp_lt,5.619716881390244
-95.4990369,41.0227224,hastings,110,4,20,cp_22,3.943702917
-95.4990369,41.0227224,hastings,111,4,21,cp_lt,5.770312315121951
-95.4990369,41.0227224,hastings,111,4,21,cp_22,4.025199024
-95.4990369,41.0227224,hastings,112,4,22,cp_lt,5.847333674170732
-95.4990369,41.0227224,hastings,112,4,22,cp_22,4.1248053769999995
-95.4990369,41.0227224,hastings,113,4,23,cp_lt,5.898197922878048
-95.4990369,41.0227224,hastings,113,4,23,cp_22,4.238978667
-95.4990369,41.0227224,hastings,114,4,24,cp_lt,5.991745121463414
-95.4990369,41.0227224,hastings,114,4,24,cp_22,4.239372368
-95.4990369,41.0227224,hastings,115,4,25,cp_lt,6.140458472365854
-95.4990369,41.0227224,hastings,115,4,25,cp_22,4.2413408729999995
-95.4990369,41.0227224,hastings,116,4,26,cp_lt,6.280520003731707
-95.4990369,41.0227224,hastings,116,4,26,cp_22,4.2413408729999995
-95.4990369,41.0227224,hastings,117,4,27,cp_lt,6.427380079195122
-95.4990369,41.0227224,hastings,117,4,27,cp_22,4.243703078999999
-95.4990369,41.0227224,hastings,118,4,28,cp_lt,6.559903676780488
-95.4990369,41.0227224,hastings,118,4,28,cp_22,4.636616677
-95.4990369,41.0227224,hastings,119,4,29,cp_lt,6.696066608
-95.4990369,41.0227224,hastings,119,4,29,cp_22,5.5070895879999995
-95.4990369,41.0227224,hastings,120,4,30,cp_lt,6.915367667463414
-95.4990369,41.0227224,hastings,120,4,30,cp_22,5.595672313
-95.4990369,41.0227224,hastings,121,5,1,cp_lt,7.027457222902439
-95.4990369,41.0227224,hastings,121,5,1,cp_22,5.596066014
-95.4990369,41.0227224,hastings,122,5,2,cp_lt,7.1521932226585365
-95.4990369,41.0227224,hastings,122,5,2,cp_22,6.554727948999999
-95.4990369,41.0227224,hastings,123,5,3,cp_lt,7.287127038560976
-95.4990369,41.0227224,hastings,123,5,3,cp_22,6.575200401
-95.4990369,41.0227224,hastings,124,5,4,cp_lt,7.428177623658536
-95.4990369,41.0227224,hastings,124,5,4,cp_22,6.590948440999999
-95.4990369,41.0227224,hastings,125,5,5,cp_lt,7.557974121634146
-95.4990369,41.0227224,hastings,125,5,5,cp_22,6.692129597999999
-95.4990369,41.0227224,hastings,126,5,6,cp_lt,7.724327197829268
-95.4990369,41.0227224,hastings,126,5,6,cp_22,6.6952792059999995
-95.4990369,41.0227224,hastings,127,5,7,cp_lt,7.870111797390243
-95.4990369,41.0227224,hastings,127,5,7,cp_22,6.6952792059999995
-95.4990369,41.0227224,hastings,128,5,8,cp_lt,8.069506950195121
-95.4990369,41.0227224,hastings,128,5,8,cp_22,6.79134225
-95.4990369,41.0227224,hastings,129,5,9,cp_lt,8.228859830560975
-95.4990369,41.0227224,hastings,129,5,9,cp_22,6.802365878
-95.4990369,41.0227224,hastings,130,5,10,cp_lt,8.438990537463415
-95.4990369,41.0227224,hastings,130,5,10,cp_22,6.818507619
-95.4990369,41.0227224,hastings,131,5,11,cp_lt,8.62627698390244
-95.4990369,41.0227224,hastings,131,5,11,cp_22,6.818507619
-95.4990369,41.0227224,hastings,132,5,12,cp_lt,8.800907383560975
-95.4990369,41.0227224,hastings,132,5,12,cp_22,6.853547008
-95.4990369,41.0227224,hastings,133,5,13,cp_lt,8.904911664804878
-95.4990369,41.0227224,hastings,133,5,13,cp_22,7.0086652019999995
-95.4990369,41.0227224,hastings,134,5,14,cp_lt,9.005199792707316
-95.4990369,41.0227224,hastings,134,5,14,cp_22,7.020082531
-95.4990369,41.0227224,hastings,135,5,15,cp_lt,9.120400546292682
-95.4990369,41.0227224,hastings,135,5,15,cp_22,7.135043222999999
-95.4990369,41.0227224,hastings,136,5,16,cp_lt,9.225048192585366
-95.4990369,41.0227224,hastings,136,5,16,cp_22,7.135043222999999
-95.4990369,41.0227224,hastings,137,5,17,cp_lt,9.353471538292682
-95.4990369,41.0227224,hastings,137,5,17,cp_22,7.184255847999999
-95.4990369,41.0227224,hastings,138,5,18,cp_lt,9.465551491268291
-95.4990369,41.0227224,hastings,138,5,18,cp_22,7.766539626999999
-95.4990369,41.0227224,hastings,139,5,19,cp_lt,9.624981191341464
-95.4990369,41.0227224,hastings,139,5,19,cp_22,7.768508131999999
-95.4990369,41.0227224,hastings,140,5,20,cp_lt,9.833537094243901
-95.4990369,41.0227224,hastings,140,5,20,cp_22,7.7696892349999995
-95.4990369,41.0227224,hastings,141,5,21,cp_lt,9.92754521107317
-95.4990369,41.0227224,hastings,141,5,21,cp_22,7.7696892349999995
-95.4990369,41.0227224,hastings,142,5,22,cp_lt,10.032586558365853
-95.4990369,41.0227224,hastings,142,5,22,cp_22,7.7696892349999995
-95.4990369,41.0227224,hastings,143,5,23,cp_lt,10.320775690365853
-95.4990369,41.0227224,hastings,143,5,23,cp_22,7.771264038999999
-95.4990369,41.0227224,hastings,144,5,24,cp_lt,10.528016055780487
-95.4990369,41.0227224,hastings,144,5,24,cp_22,8.548429813
-95.4990369,41.0227224,hastings,145,5,25,cp_lt,10.783710451585366
-95.4990369,41.0227224,hastings,145,5,25,cp_22,9.730713916
-95.4990369,41.0227224,hastings,146,5,26,cp_lt,10.957851125609755
-95.4990369,41.0227224,hastings,146,5,26,cp_22,9.766540706999999
-95.4990369,41.0227224,hastings,147,5,27,cp_lt,11.222725476439024
-95.4990369,41.0227224,hastings,147,5,27,cp_22,9.766540706999999
-95.4990369,41.0227224,hastings,148,5,28,cp_lt,11.373349717560975
-95.4990369,41.0227224,hastings,148,5,28,cp_22,9.771265118999999
-95.4990369,41.0227224,hastings,149,5,29,cp_lt,11.49708706112195
-95.4990369,41.0227224,hastings,149,5,29,cp_22,9.798430488
-95.4990369,41.0227224,hastings,150,5,30,cp_lt,11.658994196756097
-95.4990369,41.0227224,hastings,150,5,30,cp_22,10.008666821999999
-95.4990369,41.0227224,hastings,151,5,31,cp_lt,11.76455407707317
-95.4990369,41.0227224,hastings,151,5,31,cp_22,10.059454251
-95.4990369,41.0227224,hastings,152,6,1,cp_lt,11.94592540604878
-95.4990369,41.0227224,hastings,152,6,1,cp_22,10.062603859
-95.4990369,41.0227224,hastings,153,6,2,cp_lt,12.072053763
-95.4990369,41.0227224,hastings,153,6,2,cp_22,10.062603859
-95.4990369,41.0227224,hastings,154,6,3,cp_lt,12.18017750104878
-95.4990369,41.0227224,hastings,154,6,3,cp_22,10.067721972
-95.4990369,41.0227224,hastings,155,6,4,cp_lt,12.382098101731707
-95.4990369,41.0227224,hastings,155,6,4,cp_22,10.138981852999999
-95.4990369,41.0227224,hastings,156,6,5,cp_lt,12.525501290365852
-95.4990369,41.0227224,hastings,156,6,5,cp_22,10.322446519
-95.4990369,41.0227224,hastings,157,6,6,cp_lt,12.664496948292681
-95.4990369,41.0227224,hastings,157,6,6,cp_22,10.38976939
-95.4990369,41.0227224,hastings,158,6,7,cp_lt,12.819884011268291
-95.4990369,41.0227224,hastings,158,6,7,cp_22,10.566147438
-95.4990369,41.0227224,hastings,159,6,8,cp_lt,12.986909259902438
-95.4990369,41.0227224,hastings,159,6,8,cp_22,11.299218699999999
-95.4990369,41.0227224,hastings,160,6,9,cp_lt,13.083135545780488
-95.4990369,41.0227224,hastings,160,6,9,cp_22,11.339376201999999
-95.4990369,41.0227224,hastings,161,6,10,cp_lt,13.302734281609755
-95.4990369,41.0227224,hastings,161,6,10,cp_22,11.367722674
-95.4990369,41.0227224,hastings,162,6,11,cp_lt,13.527499142756097
-95.4990369,41.0227224,hastings,162,6,11,cp_22,11.618903911999999
-95.4990369,41.0227224,hastings,163,6,12,cp_lt,13.704184469585366
-95.4990369,41.0227224,hastings,163,6,12,cp_22,11.681108669999999
