lon,lat,city,doy,mm,dd,name,value
-95.4990369,41.0227224,hastings,1,1,1,t_lt,20.42560975609756
-95.4990369,41.0227224,hastings,1,1,1,t_22,6.87
-95.4990369,41.0227224,hastings,2,1,2,t_lt,21.901463414634147
-95.4990369,41.0227224,hastings,2,1,2,t_22,7.61
-95.4990369,41.0227224,hastings,3,1,3,t_lt,22.90731707317073
-95.4990369,41.0227224,hastings,3,1,3,t_22,23.88
-95.4990369,41.0227224,hastings,4,1,4,t_lt,21.508048780487805
-95.4990369,41.0227224,hastings,4,1,4,t_22,29.95
-95.4990369,41.0227224,hastings,5,1,5,t_lt,22.361463414634148
-95.4990369,41.0227224,hastings,5,1,5,t_22,11.12
-95.4990369,41.0227224,hastings,6,1,6,t_lt,21.55951219512195
-95.4990369,41.0227224,hastings,6,1,6,t_22,4.6
-95.4990369,41.0227224,hastings,7,1,7,t_lt,21.516829268292682
-95.4990369,41.0227224,hastings,7,1,7,t_22,11.91
-95.4990369,41.0227224,hastings,8,1,8,t_lt,22.79
-95.4990369,41.0227224,hastings,8,1,8,t_22,25.14
-95.4990369,41.0227224,hastings,9,1,9,t_lt,22.31219512195122
-95.4990369,41.0227224,hastings,9,1,9,t_22,17.02
-95.4990369,41.0227224,hastings,10,1,10,t_lt,22.841951219512197
-95.4990369,41.0227224,hastings,10,1,10,t_22,22.01
-95.4990369,41.0227224,hastings,11,1,11,t_lt,24.81219512195122
-95.4990369,41.0227224,hastings,11,1,11,t_22,30.42
-95.4990369,41.0227224,hastings,12,1,12,t_lt,22.689756097560977
-95.4990369,41.0227224,hastings,12,1,12,t_22,35.82
-95.4990369,41.0227224,hastings,13,1,13,t_lt,22.14512195121951
-95.4990369,41.0227224,hastings,13,1,13,t_22,35.87
-95.4990369,41.0227224,hastings,14,1,14,t_lt,23.64048780487805
-95.4990369,41.0227224,hastings,14,1,14,t_22,32
-95.4990369,41.0227224,hastings,15,1,15,t_lt,21.980975609756097
-95.4990369,41.0227224,hastings,15,1,15,t_22,17.71
-95.4990369,41.0227224,hastings,16,1,16,t_lt,22.46609756097561
-95.4990369,41.0227224,hastings,16,1,16,t_22,25.02
-95.4990369,41.0227224,hastings,17,1,17,t_lt,22.732439024390242
-95.4990369,41.0227224,hastings,17,1,17,t_22,30.04
-95.4990369,41.0227224,hastings,18,1,18,t_lt,22.52219512195122
-95.4990369,41.0227224,hastings,18,1,18,t_22,35.44
-95.4990369,41.0227224,hastings,19,1,19,t_lt,21.96292682926829
-95.4990369,41.0227224,hastings,19,1,19,t_22,14.22
-95.4990369,41.0227224,hastings,20,1,20,t_lt,21.640975609756097
-95.4990369,41.0227224,hastings,20,1,20,t_22,4.89
-95.4990369,41.0227224,hastings,21,1,21,t_lt,23.357317073170734
-95.4990369,41.0227224,hastings,21,1,21,t_22,12.9
-95.4990369,41.0227224,hastings,22,1,22,t_lt,24.65170731707317
-95.4990369,41.0227224,hastings,22,1,22,t_22,28.94
-95.4990369,41.0227224,hastings,23,1,23,t_lt,23.19390243902439
-95.4990369,41.0227224,hastings,23,1,23,t_22,25.93
-95.4990369,41.0227224,hastings,24,1,24,t_lt,23.97390243902439
-95.4990369,41.0227224,hastings,24,1,24,t_22,28.22
-95.4990369,41.0227224,hastings,25,1,25,t_lt,23.090731707317072
-95.4990369,41.0227224,hastings,25,1,25,t_22,10.98
-95.4990369,41.0227224,hastings,26,1,26,t_lt,23.96560975609756
-95.4990369,41.0227224,hastings,26,1,26,t_22,18.54
-95.4990369,41.0227224,hastings,27,1,27,t_lt,25.05439024390244
-95.4990369,41.0227224,hastings,27,1,27,t_22,28.89
-95.4990369,41.0227224,hastings,28,1,28,t_lt,25.68609756097561
-95.4990369,41.0227224,hastings,28,1,28,t_22,16.56
-95.4990369,41.0227224,hastings,29,1,29,t_lt,24.77926829268293
-95.4990369,41.0227224,hastings,29,1,29,t_22,29.44
-95.4990369,41.0227224,hastings,30,1,30,t_lt,23.638292682926828
-95.4990369,41.0227224,hastings,30,1,30,t_22,28.17
-95.4990369,41.0227224,hastings,31,1,31,t_lt,25.813170731707316
-95.4990369,41.0227224,hastings,31,1,31,t_22,35.94
-95.4990369,41.0227224,hastings,32,2,1,t_lt,24.842439024390245
-95.4990369,41.0227224,hastings,32,2,1,t_22,30.29
-95.4990369,41.0227224,hastings,33,2,2,t_lt,24.24439024390244
-95.4990369,41.0227224,hastings,33,2,2,t_22,14.79
-95.4990369,41.0227224,hastings,34,2,3,t_lt,23.839268292682927
-95.4990369,41.0227224,hastings,34,2,3,t_22,8.17
-95.4990369,41.0227224,hastings,35,2,4,t_lt,22.274878048780486
-95.4990369,41.0227224,hastings,35,2,4,t_22,13.51
-95.4990369,41.0227224,hastings,36,2,5,t_lt,23.090975609756097
-95.4990369,41.0227224,hastings,36,2,5,t_22,26.64
-95.4990369,41.0227224,hastings,37,2,6,t_lt,24.24951219512195
-95.4990369,41.0227224,hastings,37,2,6,t_22,30.79
-95.4990369,41.0227224,hastings,38,2,7,t_lt,23.96170731707317
-95.4990369,41.0227224,hastings,38,2,7,t_22,35.29
-95.4990369,41.0227224,hastings,39,2,8,t_lt,23.827560975609757
-95.4990369,41.0227224,hastings,39,2,8,t_22,36.95
-95.4990369,41.0227224,hastings,40,2,9,t_lt,24.265365853658537
-95.4990369,41.0227224,hastings,40,2,9,t_22,36.91
-95.4990369,41.0227224,hastings,41,2,10,t_lt,25.111707317073172
-95.4990369,41.0227224,hastings,41,2,10,t_22,35.55
-95.4990369,41.0227224,hastings,42,2,11,t_lt,24.328780487804877
-95.4990369,41.0227224,hastings,42,2,11,t_22,33.17
-95.4990369,41.0227224,hastings,43,2,12,t_lt,24.364634146341462
-95.4990369,41.0227224,hastings,43,2,12,t_22,20.19
-95.4990369,41.0227224,hastings,44,2,13,t_lt,27.277560975609756
-95.4990369,41.0227224,hastings,44,2,13,t_22,21.54
-95.4990369,41.0227224,hastings,45,2,14,t_lt,26.951951219512196
-95.4990369,41.0227224,hastings,45,2,14,t_22,28.06
-95.4990369,41.0227224,hastings,46,2,15,t_lt,26.144146341463415
-95.4990369,41.0227224,hastings,46,2,15,t_22,36.99
-95.4990369,41.0227224,hastings,47,2,16,t_lt,27.403658536585365
-95.4990369,41.0227224,hastings,47,2,16,t_22,34.56
-95.4990369,41.0227224,hastings,48,2,17,t_lt,29.705365853658538
-95.4990369,41.0227224,hastings,48,2,17,t_22,20.73
-95.4990369,41.0227224,hastings,49,2,18,t_lt,31.120975609756098
-95.4990369,41.0227224,hastings,49,2,18,t_22,33.15
-95.4990369,41.0227224,hastings,50,2,19,t_lt,31.25439024390244
-95.4990369,41.0227224,hastings,50,2,19,t_22,25.05
-95.4990369,41.0227224,hastings,51,2,20,t_lt,31.92560975609756
-95.4990369,41.0227224,hastings,51,2,20,t_22,40.69
-95.4990369,41.0227224,hastings,52,2,21,t_lt,31.418536585365853
-95.4990369,41.0227224,hastings,52,2,21,t_22,38.12
-95.4990369,41.0227224,hastings,53,2,22,t_lt,31.527073170731708
-95.4990369,41.0227224,hastings,53,2,22,t_22,15.26
-95.4990369,41.0227224,hastings,54,2,23,t_lt,30.574878048780487
-95.4990369,41.0227224,hastings,54,2,23,t_22,7.57
-95.4990369,41.0227224,hastings,55,2,24,t_lt,29.70121951219512
-95.4990369,41.0227224,hastings,55,2,24,t_22,12.22
-95.4990369,41.0227224,hastings,56,2,25,t_lt,29.594878048780487
-95.4990369,41.0227224,hastings,56,2,25,t_22,13.78
-95.4990369,41.0227224,hastings,57,2,26,t_lt,29.80317073170732
-95.4990369,41.0227224,hastings,57,2,26,t_22,25.83
-95.4990369,41.0227224,hastings,58,2,27,t_lt,30.27512195121951
-95.4990369,41.0227224,hastings,58,2,27,t_22,33.48
-95.4990369,41.0227224,hastings,59,2,28,t_lt,31.89268292682927
-95.4990369,41.0227224,hastings,59,2,28,t_22,40.73
-95.4990369,41.0227224,hastings,60,3,1,t_lt,33.21829268292683
-95.4990369,41.0227224,hastings,60,3,1,t_22,46.98
-95.4990369,41.0227224,hastings,61,3,2,t_lt,32.22170731707317
-95.4990369,41.0227224,hastings,61,3,2,t_22,52.66
-95.4990369,41.0227224,hastings,62,3,3,t_lt,32.36390243902439
-95.4990369,41.0227224,hastings,62,3,3,t_22,36.32
-95.4990369,41.0227224,hastings,63,3,4,t_lt,33.82560975609756
-95.4990369,41.0227224,hastings,63,3,4,t_22,44.82
-95.4990369,41.0227224,hastings,64,3,5,t_lt,35.01609756097561
-95.4990369,41.0227224,hastings,64,3,5,t_22,49.86
-95.4990369,41.0227224,hastings,65,3,6,t_lt,34.9390243902439
-95.4990369,41.0227224,hastings,65,3,6,t_22,28.98
-95.4990369,41.0227224,hastings,66,3,7,t_lt,35.0609756097561
-95.4990369,41.0227224,hastings,66,3,7,t_22,28.09
-95.4990369,41.0227224,hastings,67,3,8,t_lt,35.83121951219512
-95.4990369,41.0227224,hastings,67,3,8,t_22,31.51
-95.4990369,41.0227224,hastings,68,3,9,t_lt,36.22170731707317
-95.4990369,41.0227224,hastings,68,3,9,t_22,24.98
-95.4990369,41.0227224,hastings,69,3,10,t_lt,35.74414634146341
-95.4990369,41.0227224,hastings,69,3,10,t_22,22.5
-95.4990369,41.0227224,hastings,70,3,11,t_lt,36.183414634146345
-95.4990369,41.0227224,hastings,70,3,11,t_22,19.51
-95.4990369,41.0227224,hastings,71,3,12,t_lt,37.37609756097561
-95.4990369,41.0227224,hastings,71,3,12,t_22,21.88
-95.4990369,41.0227224,hastings,72,3,13,t_lt,39.089268292682924
-95.4990369,41.0227224,hastings,72,3,13,t_22,40.82
-95.4990369,41.0227224,hastings,73,3,14,t_lt,39.11195121951219
-95.4990369,41.0227224,hastings,73,3,14,t_22,43.59
-95.4990369,41.0227224,hastings,74,3,15,t_lt,40.01853658536585
-95.4990369,41.0227224,hastings,74,3,15,t_22,41.76
-95.4990369,41.0227224,hastings,75,3,16,t_lt,40.482439024390246
-95.4990369,41.0227224,hastings,75,3,16,t_22,51.48
-95.4990369,41.0227224,hastings,76,3,17,t_lt,40.37634146341463
-95.4990369,41.0227224,hastings,76,3,17,t_22,44.56
-95.4990369,41.0227224,hastings,77,3,18,t_lt,40.15048780487805
-95.4990369,41.0227224,hastings,77,3,18,t_22,39.04
-95.4990369,41.0227224,hastings,78,3,19,t_lt,39.97317073170732
-95.4990369,41.0227224,hastings,78,3,19,t_22,43.36
-95.4990369,41.0227224,hastings,79,3,20,t_lt,41.160487804878045
-95.4990369,41.0227224,hastings,79,3,20,t_22,53.69
-95.4990369,41.0227224,hastings,80,3,21,t_lt,41.19975609756098
-95.4990369,41.0227224,hastings,80,3,21,t_22,54.82
-95.4990369,41.0227224,hastings,81,3,22,t_lt,41.68170731707317
-95.4990369,41.0227224,hastings,81,3,22,t_22,40.69
-95.4990369,41.0227224,hastings,82,3,23,t_lt,42.451951219512196
-95.4990369,41.0227224,hastings,82,3,23,t_22,37.29
-95.4990369,41.0227224,hastings,83,3,24,t_lt,41.4
-95.4990369,41.0227224,hastings,83,3,24,t_22,38.32
-95.4990369,41.0227224,hastings,84,3,25,t_lt,42.19536585365854
-95.4990369,41.0227224,hastings,84,3,25,t_22,41.59
-95.4990369,41.0227224,hastings,85,3,26,t_lt,43.927317073170734
-95.4990369,41.0227224,hastings,85,3,26,t_22,35.11
-95.4990369,41.0227224,hastings,86,3,27,t_lt,44.16170731707317
-95.4990369,41.0227224,hastings,86,3,27,t_22,30.67
-95.4990369,41.0227224,hastings,87,3,28,t_lt,44.25390243902439
-95.4990369,41.0227224,hastings,87,3,28,t_22,37.94
-95.4990369,41.0227224,hastings,88,3,29,t_lt,44.77804878048781
-95.4990369,41.0227224,hastings,88,3,29,t_22,48.88
-95.4990369,41.0227224,hastings,89,3,30,t_lt,45.48878048780488
-95.4990369,41.0227224,hastings,89,3,30,t_22,40.51
-95.4990369,41.0227224,hastings,90,3,31,t_lt,45.03243902439024
-95.4990369,41.0227224,hastings,90,3,31,t_22,34.92
-95.4990369,41.0227224,hastings,91,4,1,t_lt,45.2680487804878
-95.4990369,41.0227224,hastings,91,4,1,t_22,43.21
-95.4990369,41.0227224,hastings,92,4,2,t_lt,46.11219512195122
-95.4990369,41.0227224,hastings,92,4,2,t_22,47.57
-95.4990369,41.0227224,hastings,93,4,3,t_lt,46.253170731707314
-95.4990369,41.0227224,hastings,93,4,3,t_22,46.45
-95.4990369,41.0227224,hastings,94,4,4,t_lt,45.060731707317075
-95.4990369,41.0227224,hastings,94,4,4,t_22,43.09
-95.4990369,41.0227224,hastings,95,4,5,t_lt,46.024146341463414
-95.4990369,41.0227224,hastings,95,4,5,t_22,47.26
-95.4990369,41.0227224,hastings,96,4,6,t_lt,47.24268292682927
-95.4990369,41.0227224,hastings,96,4,6,t_22,43.25
-95.4990369,41.0227224,hastings,97,4,7,t_lt,48.054146341463415
-95.4990369,41.0227224,hastings,97,4,7,t_22,39.07
-95.4990369,41.0227224,hastings,98,4,8,t_lt,47.16634146341463
-95.4990369,41.0227224,hastings,98,4,8,t_22,38.84
-95.4990369,41.0227224,hastings,99,4,9,t_lt,47.4090243902439
-95.4990369,41.0227224,hastings,99,4,9,t_22,43.72
-95.4990369,41.0227224,hastings,100,4,10,t_lt,47.776585365853656
-95.4990369,41.0227224,hastings,100,4,10,t_22,50.95
-95.4990369,41.0227224,hastings,101,4,11,t_lt,48.70975609756098
-95.4990369,41.0227224,hastings,101,4,11,t_22,49.08
-95.4990369,41.0227224,hastings,102,4,12,t_lt,49.36853658536585
-95.4990369,41.0227224,hastings,102,4,12,t_22,61.74
-95.4990369,41.0227224,hastings,103,4,13,t_lt,48.91951219512195
-95.4990369,41.0227224,hastings,103,4,13,t_22,39.94
-95.4990369,41.0227224,hastings,104,4,14,t_lt,49.690975609756094
-95.4990369,41.0227224,hastings,104,4,14,t_22,39.6
-95.4990369,41.0227224,hastings,105,4,15,t_lt,50.098536585365856
-95.4990369,41.0227224,hastings,105,4,15,t_22,37.74
-95.4990369,41.0227224,hastings,106,4,16,t_lt,50.89170731707317
-95.4990369,41.0227224,hastings,106,4,16,t_22,37.42
-95.4990369,41.0227224,hastings,107,4,17,t_lt,50.71121951219512
-95.4990369,41.0227224,hastings,107,4,17,t_22,39.34
-95.4990369,41.0227224,hastings,108,4,18,t_lt,52.43
-95.4990369,41.0227224,hastings,108,4,18,t_22,37.99
-95.4990369,41.0227224,hastings,109,4,19,t_lt,52.65170731707317
-95.4990369,41.0227224,hastings,109,4,19,t_22,41.67
-95.4990369,41.0227224,hastings,110,4,20,t_lt,52.69658536585366
-95.4990369,41.0227224,hastings,110,4,20,t_22,50.56
-95.4990369,41.0227224,hastings,111,4,21,t_lt,52.64707317073171
-95.4990369,41.0227224,hastings,111,4,21,t_22,53.24
-95.4990369,41.0227224,hastings,112,4,22,t_lt,53.590731707317076
-95.4990369,41.0227224,hastings,112,4,22,t_22,69.01
-95.4990369,41.0227224,hastings,113,4,23,t_lt,53.92560975609756
-95.4990369,41.0227224,hastings,113,4,23,t_22,67.39
-95.4990369,41.0227224,hastings,114,4,24,t_lt,55.5880487804878
-95.4990369,41.0227224,hastings,114,4,24,t_22,49.32
-95.4990369,41.0227224,hastings,115,4,25,t_lt,56.103658536585364
-95.4990369,41.0227224,hastings,115,4,25,t_22,42.94
-95.4990369,41.0227224,hastings,116,4,26,t_lt,56.57170731707317
-95.4990369,41.0227224,hastings,116,4,26,t_22,50.5
-95.4990369,41.0227224,hastings,117,4,27,t_lt,54.762926829268295
-95.4990369,41.0227224,hastings,117,4,27,t_22,61.25
-95.4990369,41.0227224,hastings,118,4,28,t_lt,53.639756097560976
-95.4990369,41.0227224,hastings,118,4,28,t_22,63
-95.4990369,41.0227224,hastings,119,4,29,t_lt,55.482926829268294
-95.4990369,41.0227224,hastings,119,4,29,t_22,61.86
-95.4990369,41.0227224,hastings,120,4,30,t_lt,54.792926829268296
-95.4990369,41.0227224,hastings,120,4,30,t_22,49.96
-95.4990369,41.0227224,hastings,121,5,1,t_lt,54.7409756097561
-95.4990369,41.0227224,hastings,121,5,1,t_22,50.83
-95.4990369,41.0227224,hastings,122,5,2,t_lt,55.79390243902439
-95.4990369,41.0227224,hastings,122,5,2,t_22,41.94
-95.4990369,41.0227224,hastings,123,5,3,t_lt,56.48390243902439
-95.4990369,41.0227224,hastings,123,5,3,t_22,45.59
-95.4990369,41.0227224,hastings,124,5,4,t_lt,58.305853658536584
-95.4990369,41.0227224,hastings,124,5,4,t_22,50
-95.4990369,41.0227224,hastings,125,5,5,t_lt,59.24560975609756
-95.4990369,41.0227224,hastings,125,5,5,t_22,53.35
-95.4990369,41.0227224,hastings,126,5,6,t_lt,60.082195121951216
-95.4990369,41.0227224,hastings,126,5,6,t_22,58.44
-95.4990369,41.0227224,hastings,127,5,7,t_lt,61.117560975609756
-95.4990369,41.0227224,hastings,127,5,7,t_22,60.44
-95.4990369,41.0227224,hastings,128,5,8,t_lt,61.58682926829268
-95.4990369,41.0227224,hastings,128,5,8,t_22,65.03
-95.4990369,41.0227224,hastings,129,5,9,t_lt,61.23975609756098
-95.4990369,41.0227224,hastings,129,5,9,t_22,76.77
-95.4990369,41.0227224,hastings,130,5,10,t_lt,61.90975609756097
-95.4990369,41.0227224,hastings,130,5,10,t_22,77.59
-95.4990369,41.0227224,hastings,131,5,11,t_lt,61.33682926829268
-95.4990369,41.0227224,hastings,131,5,11,t_22,78.33
-95.4990369,41.0227224,hastings,132,5,12,t_lt,60.685121951219514
-95.4990369,41.0227224,hastings,132,5,12,t_22,77.59
-95.4990369,41.0227224,hastings,133,5,13,t_lt,60.53560975609756
-95.4990369,41.0227224,hastings,133,5,13,t_22,65.93
-95.4990369,41.0227224,hastings,134,5,14,t_lt,60.891463414634146
-95.4990369,41.0227224,hastings,134,5,14,t_22,68.54
-95.4990369,41.0227224,hastings,135,5,15,t_lt,61.331707317073175
-95.4990369,41.0227224,hastings,135,5,15,t_22,62.42
-95.4990369,41.0227224,hastings,136,5,16,t_lt,63.14
-95.4990369,41.0227224,hastings,136,5,16,t_22,65.77
-95.4990369,41.0227224,hastings,137,5,17,t_lt,63.151463414634144
-95.4990369,41.0227224,hastings,137,5,17,t_22,67.73
-95.4990369,41.0227224,hastings,138,5,18,t_lt,64.04073170731708
-95.4990369,41.0227224,hastings,138,5,18,t_22,71.28
-95.4990369,41.0227224,hastings,139,5,19,t_lt,64.05756097560976
-95.4990369,41.0227224,hastings,139,5,19,t_22,73.67
-95.4990369,41.0227224,hastings,140,5,20,t_lt,63.15195121951219
-95.4990369,41.0227224,hastings,140,5,20,t_22,59.52
-95.4990369,41.0227224,hastings,141,5,21,t_lt,62.70926829268293
-95.4990369,41.0227224,hastings,141,5,21,t_22,50.9
-95.4990369,41.0227224,hastings,142,5,22,t_lt,64.27463414634147
-95.4990369,41.0227224,hastings,142,5,22,t_22,53.85
-95.4990369,41.0227224,hastings,143,5,23,t_lt,65.22878048780488
-95.4990369,41.0227224,hastings,143,5,23,t_22,54.46
-95.4990369,41.0227224,hastings,144,5,24,t_lt,65.10170731707318
-95.4990369,41.0227224,hastings,144,5,24,t_22,53.15
-95.4990369,41.0227224,hastings,145,5,25,t_lt,65.17536585365853
-95.4990369,41.0227224,hastings,145,5,25,t_22,53.78
-95.4990369,41.0227224,hastings,146,5,26,t_lt,64.87780487804878
-95.4990369,41.0227224,hastings,146,5,26,t_22,54.25
-95.4990369,41.0227224,hastings,147,5,27,t_lt,66.25878048780488
-95.4990369,41.0227224,hastings,147,5,27,t_22,63.64
-95.4990369,41.0227224,hastings,148,5,28,t_lt,66.26243902439025
-95.4990369,41.0227224,hastings,148,5,28,t_22,71.37
-95.4990369,41.0227224,hastings,149,5,29,t_lt,67.21731707317073
-95.4990369,41.0227224,hastings,149,5,29,t_22,76.53
-95.4990369,41.0227224,hastings,150,5,30,t_lt,67.78439024390244
-95.4990369,41.0227224,hastings,150,5,30,t_22,75.76
-95.4990369,41.0227224,hastings,151,5,31,t_lt,66.72292682926829
-95.4990369,41.0227224,hastings,151,5,31,t_22,66
-95.4990369,41.0227224,hastings,152,6,1,t_lt,67.23365853658537
-95.4990369,41.0227224,hastings,152,6,1,t_22,60.57
-95.4990369,41.0227224,hastings,153,6,2,t_lt,66.65414634146342
-95.4990369,41.0227224,hastings,153,6,2,t_22,63.39
-95.4990369,41.0227224,hastings,154,6,3,t_lt,66.8519512195122
-95.4990369,41.0227224,hastings,154,6,3,t_22,69.62
-95.4990369,41.0227224,hastings,155,6,4,t_lt,68.37512195121951
-95.4990369,41.0227224,hastings,155,6,4,t_22,67.08
-95.4990369,41.0227224,hastings,156,6,5,t_lt,69.3590243902439
-95.4990369,41.0227224,hastings,156,6,5,t_22,68.76
-95.4990369,41.0227224,hastings,157,6,6,t_lt,70.68731707317073
-95.4990369,41.0227224,hastings,157,6,6,t_22,71.29
-95.4990369,41.0227224,hastings,158,6,7,t_lt,71.24317073170732
-95.4990369,41.0227224,hastings,158,6,7,t_22,70.59
-95.4990369,41.0227224,hastings,159,6,8,t_lt,71.12243902439025
-95.4990369,41.0227224,hastings,159,6,8,t_22,68.09
-95.4990369,41.0227224,hastings,160,6,9,t_lt,70.81975609756097
-95.4990369,41.0227224,hastings,160,6,9,t_22,67.82
-95.4990369,41.0227224,hastings,161,6,10,t_lt,70.99
-95.4990369,41.0227224,hastings,161,6,10,t_22,70.16
-95.4990369,41.0227224,hastings,162,6,11,t_lt,71.2380487804878
-95.4990369,41.0227224,hastings,162,6,11,t_22,73.85
-95.4990369,41.0227224,hastings,163,6,12,t_lt,71.78243902439024
-95.4990369,41.0227224,hastings,163,6,12,t_22,77.41
-95.4990369,41.0227224,hastings,164,6,13,t_lt,72.24
-95.4990369,41.0227224,hastings,164,6,13,t_22,83.89
-95.4990369,41.0227224,hastings,165,6,14,t_lt,72.78975609756098
-95.4990369,41.0227224,hastings,165,6,14,t_22,82.65
-95.4990369,41.0227224,hastings,166,6,15,t_lt,72.78365853658536
-95.4990369,41.0227224,hastings,166,6,15,t_22,72.64
-95.4990369,41.0227224,hastings,167,6,16,t_lt,73.58585365853658
-95.4990369,41.0227224,hastings,167,6,16,t_22,74.64
-95.4990369,41.0227224,hastings,168,6,17,t_lt,74.67146341463415
-95.4990369,41.0227224,hastings,168,6,17,t_22,77.9
-95.4990369,41.0227224,hastings,169,6,18,t_lt,73.77975609756098
-95.4990369,41.0227224,hastings,169,6,18,t_22,78.6
-95.4990369,41.0227224,hastings,170,6,19,t_lt,73.84682926829268
-95.4990369,41.0227224,hastings,170,6,19,t_22,79.16
-95.4990369,41.0227224,hastings,171,6,20,t_lt,75.23390243902439
-95.4990369,41.0227224,hastings,171,6,20,t_22,80.06
-95.4990369,41.0227224,hastings,172,6,21,t_lt,75.10439024390244
-95.4990369,41.0227224,hastings,172,6,21,t_22,78.39
-95.4990369,41.0227224,hastings,173,6,22,t_lt,74.3580487804878
-95.4990369,41.0227224,hastings,173,6,22,t_22,75.56
-95.4990369,41.0227224,hastings,174,6,23,t_lt,74.12951219512195
-95.4990369,41.0227224,hastings,174,6,23,t_22,73.26
-95.4990369,41.0227224,hastings,175,6,24,t_lt,74.62414634146342
-95.4990369,41.0227224,hastings,175,6,24,t_22,75.4
-95.4990369,41.0227224,hastings,176,6,25,t_lt,74.80560975609757
-95.4990369,41.0227224,hastings,176,6,25,t_22,75.99
-95.4990369,41.0227224,hastings,177,6,26,t_lt,74.81390243902439
-95.4990369,41.0227224,hastings,177,6,26,t_22,65.95
-95.4990369,41.0227224,hastings,178,6,27,t_lt,74.52317073170732
-95.4990369,41.0227224,hastings,178,6,27,t_22,68.9
-95.4990369,41.0227224,hastings,179,6,28,t_lt,74.83878048780488
-95.4990369,41.0227224,hastings,179,6,28,t_22,72.54
-95.4990369,41.0227224,hastings,180,6,29,t_lt,75.11780487804879
-95.4990369,41.0227224,hastings,180,6,29,t_22,76.69
-95.4990369,41.0227224,hastings,181,6,30,t_lt,74.89390243902439
-95.4990369,41.0227224,hastings,181,6,30,t_22,78.19
-95.4990369,41.0227224,hastings,182,7,1,t_lt,74.44268292682926
-95.4990369,41.0227224,hastings,182,7,1,t_22,74.23
-95.4990369,41.0227224,hastings,183,7,2,t_lt,74.82926829268293
-95.4990369,41.0227224,hastings,183,7,2,t_22,72.77
-95.4990369,41.0227224,hastings,184,7,3,t_lt,76.03024390243903
-95.4990369,41.0227224,hastings,184,7,3,t_22,76.05
-95.4990369,41.0227224,hastings,185,7,4,t_lt,76.32829268292683
-95.4990369,41.0227224,hastings,185,7,4,t_22,81.52
-95.4990369,41.0227224,hastings,186,7,5,t_lt,76.24487804878049
-95.4990369,41.0227224,hastings,186,7,5,t_22,83.71
-95.4990369,41.0227224,hastings,187,7,6,t_lt,76.63731707317073
-95.4990369,41.0227224,hastings,187,7,6,t_22,78.21
-95.4990369,41.0227224,hastings,188,7,7,t_lt,77.09024390243903
-95.4990369,41.0227224,hastings,188,7,7,t_22,77.38
-95.4990369,41.0227224,hastings,189,7,8,t_lt,77.43951219512195
-95.4990369,41.0227224,hastings,189,7,8,t_22,76.98
-95.4990369,41.0227224,hastings,190,7,9,t_lt,77.47878048780488
-95.4990369,41.0227224,hastings,190,7,9,t_22,76.05
-95.4990369,41.0227224,hastings,191,7,10,t_lt,76.28487804878048
-95.4990369,41.0227224,hastings,191,7,10,t_22,78.58
-95.4990369,41.0227224,hastings,192,7,11,t_lt,76.43951219512195
-95.4990369,41.0227224,hastings,192,7,11,t_22,76.12
-95.4990369,41.0227224,hastings,193,7,12,t_lt,76.27512195121952
-95.4990369,41.0227224,hastings,193,7,12,t_22,73.29
-95.4990369,41.0227224,hastings,194,7,13,t_lt,76.50292682926829
-95.4990369,41.0227224,hastings,194,7,13,t_22,77.04
-95.4990369,41.0227224,hastings,195,7,14,t_lt,77.23829268292683
-95.4990369,41.0227224,hastings,195,7,14,t_22,80.42
-95.4990369,41.0227224,hastings,196,7,15,t_lt,77.06951219512194
-95.4990369,41.0227224,hastings,196,7,15,t_22,83.32
-95.4990369,41.0227224,hastings,197,7,16,t_lt,77.96756097560976
-95.4990369,41.0227224,hastings,197,7,16,t_22,76.51
-95.4990369,41.0227224,hastings,198,7,17,t_lt,78.91195121951219
-95.4990369,41.0227224,hastings,198,7,17,t_22,77.68
-95.4990369,41.0227224,hastings,199,7,18,t_lt,78.81634146341463
-95.4990369,41.0227224,hastings,199,7,18,t_22,79.03
-95.4990369,41.0227224,hastings,200,7,19,t_lt,79.22902439024391
-95.4990369,41.0227224,hastings,200,7,19,t_22,80.24
-95.4990369,41.0227224,hastings,201,7,20,t_lt,78.7260975609756
-95.4990369,41.0227224,hastings,201,7,20,t_22,78.53
